,,T-notizen,,T-notizen,,,T-notizen,,T-notizen,,,T-notizen,,,,T-notizen,,,T-notizen,,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,T-notizen,,,,T-notizen,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Müller,,,,,,,Müller,,,,,,,Müller,,,Müller,,,,,Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Buchung ,,,,,,,Buchung ,,,,,,,Buchung ,,,Buchung ,,,,,Buchung ,,,,,,,,,,,,,,,,,,,,,,,,,Buchung ,,,,,Buchung ,,,,Buchung ,,Buchung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Thema Kommunikationstraining
  Die Geschäftsleitung mochte, dass alle Mitarbeiter an einem verpflichtenden Kommunikationstraining teilnehmen. Aufgrund der derzeit hohen Arbeitsbelastung wird der Kurs an den Wochenenden durchgeführt. 
",Tischreservierung,,,,,,,Tischreservierung,,,,,,,Tischreservierung,,,Tischreservierung,,,,,Tischreservierung/ Menü 1,,,,,,,,,,,,,,,,,,,,,,,,,Tischreservierung,,,,,Tischreservierung,,,,Tischreservierung,,Tischreservierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Parkplätze?,,,,,,,Parkplätze?,,,,,,,Parkplätze?,,,Parkplätze?,,,,,Parkplätze?,,,,,,,,,,,,,,,,,,,,,,,,,Parkplätze?,,,,,Parkplätze?,,,,Parkplätze?,,Parkplätze?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29 Alle Mitarbeiterinnen und Mitarbeiter in ihre Firma sollen ein ,test 080101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Firmenhandy bekommen Dafür müssen sie bereit sein 24 Stunden ,Webseite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,auf Nachrichten zu reagieren.,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Müller ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Buchung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30 Alle Mitarbeiterinnen und Mitarbeiter Ihrer Firma sollen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,am Wochenende und an Feiertagen arbeiten. Zusätzlich bekommen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sie vier Urlaubstagen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeitenden in Ihrer Firma sollen spätestens bis Oktober dieses Jahr Bescheid geben, wann sie ihr Urlaub nächstes Jahr haben möchte.",test 080201,,test 080201,,,,,,test 080201,,,,test 080201,,,,,,,,,,,test 080201,,,,test 080201,,,,,,,,,,,,,,,,,,,test 080201,,,,,,,,,,,,,,,,,,,,,,,,test 080201,,,,,,,,,,,,,,,,,,
,,Webseite,,Webseite,,,,,,Webseite,,,,Webseite,,,,,,,,,,,Webseite,,,,Webseite,,,,,,,,,,,,,,,,,,,Webseite,,,,,,,,,,,,,,,,,,,,,,,,Webseite,,,,,,,,,,,,,,,,,,
,,T-notizen,,T-notizen,,,,,,T-notizen,,,,T-notizen,,,,,,,,,,,T-notizen,,,,T-notizen,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,,
,,Schmidt,,,,,,,,Patricia Schmidt,,,,,,,,,,,,,,,Patricia Schmidt,,,,,,,,,,,,,,,,,,,,,,,Schmitt,,,,,,,,,,,,,,,,,,,,,,,,Schmidt,,,,,,,,,,,,,,,,,,
,,Angebot,,Autovermietung,,,,,,Autovermietung,,,,,,,,,,,,,,,Automietung/ 75 E pro Tag,,,,Automietung,,,,,,,,,,,,,,,,,,,Automietung,,,,,,,,,,,,,,,,,,,,,,,,Beschwerde,,,,,,,,,,,,,,,,,,
,Alle Mitarbeitenden in Ihrer Firma sollen während Arbeitszeit Hemden/Blusen  in roten/weißen Firmenfarben tragen. Diese Kleidung müssen sie privat anschaffen.,Autovermietung,,Angebot,,,,,,Angebot,,,,,,,,,,,,,,,Angebot,,,,Angebot,,,,,,,,,,,,,,,,,,,Angebot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,Niedersachsen ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Privathandy nur in den Pausen
 Alle Mitarbeiterinnen und Mitarbeiter der Firma sollten ihre Mobiltelefone während der Arbeitszeit im Aufenthaltsraum aufbewahren. 
Privathandy sind nur in den Pausen gestattet.

",test 080221,,,,test 080221,,test 080221,test 080221,test 080221,test 080221,,,test 080221,,,,test 080221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test 080221,test 080221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Webseite,,,,,,Webseite,Webseite,Webseite,Webseite,,,Webseite,,,,Webseite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Webseite,Webseite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-notizen,,,,T-notizen,,T-notizen,T-notizen,T-notizen,T-notizen,,,T-notizen,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Schmidt,,,,,,Schmidt,Schmidt,,Schmidt,,,,,,,Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angebot,Angebot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Homeoffice, nur 1 Tag pro Woche
Alle Mitarbeiterinnen und Mitarbeiter der Firma sollen künftig an vier Tagen pro Woche im Office arbeiten. Die Arbeit von zu Hause ist nur noch an einem Tag möglich.
",Angebot,,,,,,Angebot,Angebot,,Angebot,,,,,,,Angebot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automietung,Automietung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Automietung,,,,,,Automietung,Automietung,,Automietung,,,,,,,Automietung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31 Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma sollen an ,test 090101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,der kostenfreien Weiterbildung “Erfolgreich mit den Kunden ,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"kommunizieren” teilnehmen, die in der Arbeitszeit stattfinden wird.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32 Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma sollen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"die Möglichkeit erhalten, mehr Stunden im Homeoffice zu verbringen, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,um Familie und Beruf besser miteinander vereinbaren zu können.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2/2025,,,,,,,,,,,,,,,,
,"Büromöbel
Alle Mitarbeitenden Ihrer Firma sollen ihre Überstunden zukünftig in Form Freizeit ausgleichen. Auf Kosten von gespartem Geld plant das Unternehmen neue Büromöbel zu kaufen.
",test 090201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test 090201,,,,,,,,,,,,,,,,
,,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reinigung ,,,,,,,,,,,,,,,,
,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,
,,Schwietzler ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwietzler ,,,,,,,,,,,,,,,,
,,Gebrochene/zerstörte Teller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebrochene/zerstörte Teller,,,,,,,,,,,,,,,,
,Gesundheitscheck jährlich Gesundheitsvorsorge ,Beschwerde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beschwerde,,,,,,,,,,,,,,,,
,,плохо слышно,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,плохо слышно,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vormittag ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2/2025,,,,,,,,,,,,,,,,
,"Büromöbel
Alle Mitarbeitenden Ihrer Firma sollen ihre Überstunden zukünftig in Form Freizeit ausgleichen. Auf Kosten von gespartem Geld plant das Unternehmen neue Büromöbel zu kaufen.
",test 090202,,test 090202,test 090202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reinigung ,,Reinigung ,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-notizen,,T-notizen,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gebrochene/zerstörte Teller,,Gebrochene/zerstörte Teller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Gesundheitscheck jährlich Gesundheitsvorsorge ,Beschwerde,,Beschwerde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Elternzeit + Weiterbildungen 
Alle Kolleginnen und Kollegen wurden mitgeteilt, dass sie während der Elternzeit entweder an Teambesprechungen  oder an Weiterbildungen teilnehmen sollen. Der Grund dafür ist, dass sie den Kontakt zur Firma nicht verlieren.
",test 090222,,,test 090222,,,,test 090222,,,,,,,,,,,test 090222,,,,,,,,,,,,,,,,,,test 090222,,,,,,,,,,,,,,,test 090222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Reinigung ,,,Reinigung ,,,,Reinigung ,,,,,,,,,,,Reinigung ,,,,,,,,,,,,,,,,,,Reinigung ,,,,,,,,,,,,,,,Reinigung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T-notizen,,,T-notizen,,,,T-notizen,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,T-notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Schweizer/Schwietzler/Schwalzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Gebrochene/zerstörte Teller,,,Gebrochene/zerstörte Teller,,,,Gebrochene/zerstörte Teller,,,,,,,,,,,Gebrochene/zerstörte Teller,,,,,,,,,,,,,,,,,,Gebrochene/zerstörte Teller,,,,,,,,,,,,,,,Gebrochene/zerstörte Teller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Firmenchat 
Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma werden ach der Kündigung aus dem Firmenchat entfernt, damit sie nicht auf die aktuellen Informationen der Firma zugreifen können.
",Beschwerde,,,Beschwerde,,,,Beschwerde,,,,,,,,,,,Beschwerde,,,,,,,,,,,,,,,,,,Beschwerde,,,,,,,,,,,,,,,Beschwerde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35 Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma sollen ,test 100101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,aufgrund der guten Auftragslage auch an Samstagen arbeiten. Diese ,Tischlampe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arbeitszeiten werden mit einem Zuschlag in Höhe von 120 Prozent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"vergütet.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36 Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma erhalten einen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Laptop. Dieser darf auch privat genutzt werden. Allerdings müssen sie ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,dafür eine Laptop-Versicherung abschließen und diese selbst bezahlen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/14/2025,,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeiterinnen und Mitarbeiter Ihrer Firma sollen künftig in den Schulen der Region das Unternehmen vorstellen. Ziel dieser Maßnahme ist es, für das Ausbildungsangebot des Betriebs zu werben und neue Auszubildende zu gewinnen. Nicht alle ihn Team sind von dieser Idee begeistert.",test 100201,,,,,test 100201,,,,,,,test 100201,,,,,,,test 100201,,,,,,,,,test 100201,,,,test 100201,,,,,,,,,,,,,,test 100201,,,,,,,,,test 100201,,,,,,,,,,test 100201,,,,,,,,,,,,,,,,,,,,,,,
,,Tischlampe ,,,,,Tischlampe ,,,,,,,Tischlampe ,,,,,,,Tischlampe ,,,,,,,,,Tischlampe ,,,,Tischlampe ,,,,,,,,,,,,,,Tischlampe ,,,,,,,,,Tischlampe ,,,,,,,,,,Tischlampe ,,,,,,,,,,,,,,,,,,,,,,,
,,T- notizen,,,,,T- notizen,,,,,,,T- notizen,,,,,,,T- notizen,,,,,,,,,T- notizen,,,,T- notizen,,,,,,,,,,,,,,T- notizen,,,,,,,,,T- notizen,,,,,,,,,,T- notizen,,,,,,,,,,,,,,,,,,,,,,,
,,Becker ,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bäcker,,,,Bäcker/Becker,,,,,,,,,,,,,,Bäcker Beschwerde,,,,,,,,,,,,,,,,,,,Becker Beschwerde,,,,,,,,,,,,,,,,,,,,,,,
,,100 Prospekthüllen nur 50 gekommen sind,,,,,,,,,,,,,,,,,,,100 Prospekthüllen nur 50 gekommen sind,,,,,,,,,100 Prospekthüllen nur 50 gekommen sind,,,,Prospekthüllen ,,,,,,,,,,,,,,Prospekthüllen ,,,,,,,,,Prospekte ,,,,,,,,,,100 Prospekte nur 50 gekommen sind,,,,,,,,,,,,,,,,,,,,,,,
,"In jedem Firmengebäude soll ein Raucherraum eingerichtet werden. damit Raucher ihre 5Minuten-Zigarettenpause schneller machen können, ohne vor das Gebäude zu gehen. Raucher sollen jedoch 15 Minuten länger arbeiten",Beschwerde,,,,,,,,,,,,,,,,,,,Beschwerde,,,,,,,,,Beschwerde,,,,Beschwerde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9⁰⁰ Niedersachsen, Hamburg, NRW, Dresden, Hessen, Berlin, Köln, Essen, Bayern, Bremen, Ludwigsburg, Schwerin, Offenburg, Wolfsburg, Nordrhein-Westfalen, Sachsen-Anhalt, ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeiterinnen und Mitarbeiter in Ihrer 
Firma erhalten künftig keine Lohnsabrechnung / Gehaltsabrechnungen mehr, sondern können diese selbst online ",test 100221,,,test 100221,test 100221,,,,test 100221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test 100221,,,,,
,,Tischlampe ,,,Tischlampe ,Tischlampe ,,,,Tischlampe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tischlampe ,,,,,
,,T- notizen,,,T- notizen,T- notizen,,,,T- notizen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T- notizen,,,,,
,,Becker Beschwerde,,,,Becker,,,, Beschwerde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Becker Beschwerde,,,,,
,,,,,,statt 200/Zurückruf,,,,Becker ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Alle Mitarbeiterinnen und Mitarbeiter in Ihrer Firma sollten im August drei Wochen Urlaub nehmen, über die restliche Zeit können Sie selbst entscheiden",Beschwerde,,,,Beschwerde,,,, Prospekthüllen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mündlich 070101,,,,,,,,Mündlich 070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37 Alle Mitarbeiterinnen und Mitarbeiter sollen in unserer Firma ,test 110101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,zwischen Homeoffice und Büro wechseln. Dafür haben wir keinen ,Umzug ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"eigenen Schreibtisch mehr, sondern persönliches Arbeitsmaterial ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
